Activity	mean	median	variance	distance	diff	sign	levels	trend	distance2	distance
discrete	continuous	continuous	continuous	continuous	continuous	discrete	continuous	continuous	continuous	continuous
class										
Empty-2	-52.9444444444	-53.0	0.150061715699	0.144444444444	0.0	0.0	4	1.0	0.18053418677	0.144444444444
Empty-2	-52.9444444444	-53.0	0.150061715699	0.127777777778	-0.1	-1.0	4	0.0	0.17585768657	0.127777777778
Empty-2	-52.9111111111	-52.95	0.129386014471	0.127777777778	-0.1	-1.0	4	0.0	0.17585768657	0.127777777778
Empty-2	-53.262962963	-52.95	0.913564898103	0.440740740741	2.44444444444	1.0	5	2.0	0.909528888136	0.440740740741
Empty-2	-53.3185185185	-53.0	0.879552823157	0.753703703704	0.1	1.0	5	0.0	1.24938668081	0.753703703704
Empty-2	-53.3018518519	-53.0	0.889955378731	0.77037037037	-0.2	-1.0	5	-2.0	1.25138606281	0.77037037037
Empty-2	-53.3018518519	-53.0	0.889955378731	0.803703703704	0.0	0.0	5	-1.0	1.25404694683	0.803703703704
Empty-2	-53.3203703704	-53.0	0.883551102903	0.805555555556	0.211111111111	1.0	5	1.0	1.25420281109	0.805555555556
Empty-2	-53.3537037037	-53.05	0.868158734609	0.438888888889	-2.01111111111	-1.0	5	-1.0	0.870752477196	0.438888888889
Empty-2	-53.0351851852	-53.05	0.137780764603	0.103703703704	0.2	1.0	4	1.0	0.130683546403	0.103703703704
Empty-2	-52.9685185185	-53.05	0.226450514221	0.17037037037	-0.2	-1.0	4	1.0	0.26535169612	0.17037037037
Empty-2	-52.9833333333	-53.05	0.215881769197	0.185185185185	-0.111111111111	-1.0	4	1.0	0.278665248977	0.185185185185
Empty-2	-53.0166666667	-53.1055555556	0.233676995598	0.218518518519	0.0888888888889	1.0	4	1.0	0.302866959343	0.218518518519
Empty-2	-53.2481481481	-53.15	0.654657262762	0.433333333333	1.4	1.0	5	3.0	0.611043767333	0.433333333333
Empty-2	-53.2481481481	-53.15	0.654657262762	0.65	-0.1	-1.0	5	1.0	0.835688031263	0.65
Empty-2	-53.2148148148	-53.05	0.662642173579	0.566666666667	0.4	1.0	5	1.0	0.800025719751	0.566666666667
Empty-2	-53.2814814815	-53.05	0.606127830166	0.518518518519	0.111111111111	1.0	5	0.0	0.791284833194	0.518518518519
Empty-2	-53.3166666667	-53.1	0.584522597225	0.483333333333	-0.1	-1.0	5	0.0	0.782091213777	0.483333333333
Empty-2	-53.2833333333	-53.05	0.598052394583	0.283333333333	-1.5	-1.0	5	-2.0	0.575905084772	0.283333333333
Empty-2	-53.0666666667	-53.05	0.0816496580928	0.0833333333333	0.1	1.0	4	0.0	0.108012344973	0.0833333333333
Empty-2	-53.0685185185	-53.05	0.0826764231598	0.0814814814815	0.111111111111	1.0	4	0.0	0.106380789751	0.0814814814815
Empty-2	-53.1185185185	-53.1055555556	0.116675484676	0.112962962963	0.3	1.0	4	1.0	0.131390161297	0.112962962963
Empty-2	-53.1185185185	-53.1055555556	0.116675484676	0.146296296296	-0.1	-1.0	4	-1.0	0.174919146519	0.146296296296
Empty-2	-53.4351851852	-53.1555555556	0.775374594191	0.462962962963	2.0	1.0	5	1.0	0.83402440481	0.462962962963
Empty-2	-53.4907407407	-53.25	0.749466202358	0.707407407407	0.133333333333	1.0	5	-1.0	1.07326278428	0.707407407407
Empty-2	-53.4574074074	-53.2055555556	0.76917196673	0.748148148148	-0.111111111111	-1.0	5	-1.0	1.08124680356	0.748148148148
Empty-2	-53.4722222222	-53.25	0.761990570565	0.75	-0.1	-1.0	5	-1.0	1.08157977737	0.75
Empty-2	-53.4555555556	-53.2	0.767583992267	0.7	0.2	1.0	5	0.0	1.07462310361	0.7
Empty-2	-53.4925925926	-53.2111111111	0.74627194152	0.37037037037	-1.77777777778	-1.0	5	0.0	0.698734894416	0.37037037037
Empty-2	-53.2092592593	-53.2111111111	0.116410653848	0.105555555556	-0.0333333333333	-1.0	4	2.0	0.162097872178	0.105555555556
Empty-2	-53.187037037	-53.2	0.0994842668042	0.0666666666667	0.2	1.0	4	2.0	0.0970766105339	0.0666666666667
Empty-2	-53.187037037	-53.2	0.0994842668042	0.0666666666667	-0.2	-1.0	4	0.0	0.0970766105339	0.0666666666667
Empty-2	-53.187037037	-53.2	0.0994842668042	0.1	0.0	0.0	4	1.0	0.126848472515	0.1
Empty-2	-53.5055555556	-53.2111111111	0.792799384584	0.414814814815	1.88888888889	1.0	5	1.0	0.790400221589	0.414814814815
Empty-2	-53.4685185185	-53.2	0.813600947675	0.753703703704	-0.3	-1.0	5	-1.0	1.16898359002	0.753703703704
Empty-2	-53.4851851852	-53.2	0.810476667143	0.803703703704	0.2	1.0	5	1.0	1.17962817606	0.803703703704
Empty-2	-53.4851851852	-53.2	0.810476667143	0.803703703704	0.2	1.0	5	1.0	1.17962817606	0.803703703704
Empty-2	-53.5592592593	-53.3	0.776877786174	0.811111111111	0.244444444444	1.0	5	1.0	1.18102278336	0.811111111111
Empty-2	-53.5592592593	-53.3	0.776877786174	0.533333333333	-1.91111111111	-1.0	5	-1.0	0.89221599555	0.533333333333
Empty-2	-53.2740740741	-53.3	0.171365851744	0.214814814815	0.4	1.0	4	1.0	0.244780913213	0.214814814815
Empty-2	-53.2574074074	-53.3	0.204928974949	0.231481481481	-0.5	-1.0	4	-1.0	0.273710970685	0.231481481481
Empty-2	-53.2277777778	-53.2111111111	0.192674484014	0.251851851852	0.0222222222222	1.0	4	1.0	0.292498812913	0.251851851852
Empty-2	-53.1777777778	-53.2111111111	0.235492654075	0.264814814815	-0.544444444444	-1.0	4	-1.0	0.304797038319	0.264814814815
Empty-2	-53.4203703704	-53.2111111111	0.750881512136	0.557407407407	1.7	1.0	5	1.0	0.865799661295	0.557407407407
Empty-2	-53.4537037037	-53.3111111111	0.743545615483	0.774074074074	0.0	0.0	5	-1.0	1.05732794668	0.774074074074
Empty-2	-53.4240740741	-53.2222222222	0.749630910554	0.72037037037	0.322222222222	1.0	5	-1.0	1.0399726967	0.72037037037
Empty-2	-53.5574074074	-53.3111111111	0.707749577902	0.746296296296	0.477777777778	1.0	5	-1.0	1.0498971143	0.746296296296
Empty-2	-53.6037037037	-53.45	0.69030916912	0.725925925926	0.6	1.0	5	-1.0	1.04481868788	0.725925925926
Empty-2	-53.6703703704	-53.45	0.624980658137	0.425925925926	-1.6	-1.0	5	-3.0	0.656997785792	0.425925925926
Empty-2	-53.3703703704	-53.35	0.212761579501	0.209259259259	-0.3	-1.0	4	-3.0	0.251620263893	0.209259259259
Empty-2	-53.3037037037	-53.2611111111	0.259216927761	0.196296296296	-0.222222222222	-1.0	4	-3.0	0.244360254862	0.196296296296
Empty-2	-53.3	-53.25	0.260768096208	0.15	-0.5	-1.0	4	-3.0	0.168325082306	0.15
Empty-2	-53.2166666667	-53.2	0.172240142437	0.116666666667	-0.3	-1.0	4	-2.0	0.147196014439	0.116666666667
Empty-2	-53.4333333333	-53.2	0.677249338624	0.35	1.5	1.0	5	0.0	0.664580067913	0.35
Empty-2	-53.4388888889	-53.2	0.676072536104	0.561111111111	0.233333333333	1.0	5	0.0	0.890796564047	0.561111111111
Empty-2	-53.4388888889	-53.2	0.676072536104	0.583333333333	0.1	1.0	5	0.0	0.894944649644	0.583333333333
Empty-2	-53.4388888889	-53.2	0.676072536104	0.566666666667	-0.2	-1.0	5	-2.0	0.892146807384	0.566666666667
Empty-2	-53.3888888889	-53.15	0.707630370137	0.583333333333	-0.3	-1.0	5	-3.0	0.893080395369	0.583333333333
Empty-2	-53.3740740741	-53.1055555556	0.713283718131	0.351851851852	-1.68888888889	-1.0	5	-3.0	0.615104795515	0.351851851852
Empty-2	-53.1240740741	-53.1055555556	0.167982460382	0.138888888889	-0.0333333333333	-1.0	4	-1.0	0.160567409533	0.138888888889
Empty-2	-53.0351851852	-53.05	0.176021416579	0.183333333333	-0.3	-1.0	4	-1.0	0.241608124029	0.183333333333
Empty-2	-53.0685185185	-53.0555555556	0.20696712528	0.25	0.3	1.0	4	1.0	0.313647071717	0.25
Empty-2	-53.1055555556	-53.1666666667	0.212073828282	0.246296296296	0.322222222222	1.0	4	1.0	0.31259566437	0.246296296296
Empty-2	-53.4888888889	-53.2611111111	0.858796171508	0.540740740741	2.08888888889	1.0	5	1.0	0.861523198888	0.540740740741
Empty-2	-53.5037037037	-53.2611111111	0.851713354281	0.842592592593	-0.1	-1.0	5	-1.0	1.18445868937	0.842592592593
Empty-2	-53.5037037037	-53.2611111111	0.851713354281	0.775925925926	0.5	1.0	5	1.0	1.16745123531	0.775925925926
Empty-2	-53.587037037	-53.3	0.791417439652	0.692592592593	0.0	0.0	5	0.0	1.14946758117	0.692592592593
Empty-2	-53.537037037	-53.2611111111	0.82206204646	0.72962962963	-0.222222222222	-1.0	5	0.0	1.15553774915	0.72962962963
Empty-2	-53.5	-53.25	0.843800924389	0.4	-2.2	-1.0	5	-1.0	0.826639784509	0.4
Empty-2	-53.2	-53.25	0.167332005307	0.133333333333	0.2	1.0	4	1.0	0.208166599947	0.133333333333
Empty-2	-53.1666666667	-53.15	0.18618986725	0.183333333333	-0.3	-1.0	4	-1.0	0.261406452356	0.183333333333
Empty-2	-53.1722222222	-53.15	0.191388687308	0.238888888889	0.0333333333333	1.0	4	0.0	0.294706382442	0.238888888889
Empty-2	-53.1388888889	-53.05	0.181862789141	0.227777777778	0.1	1.0	4	0.0	0.284474824766	0.227777777778
Empty-2	-53.1388888889	-53.05	0.181862789141	0.244444444444	0.0	0.0	4	-1.0	0.287389270142	0.244444444444
Empty-2	-53.1555555556	-53.1	0.170836720834	0.194444444444	-0.3	-1.0	4	-1.0	0.239984567405	0.194444444444
Empty-2	-53.0703703704	-53.05	0.150827620791	0.162962962963	-0.111111111111	-1.0	4	-1.0	0.195841541724	0.162962962963
Empty-2	-53.137037037	-53.1	0.195336577734	0.192592592593	0.0666666666667	1.0	4	-1.0	0.251742895822	0.192592592593
Empty-2	-53.1314814815	-53.1	0.189008676614	0.17037037037	0.2	1.0	4	-1.0	0.236573621077	0.17037037037
Empty-2	-53.1481481481	-53.15	0.19008336919	0.17037037037	0.2	1.0	4	-1.0	0.236573621077	0.17037037037
Empty-2	-53.1481481481	-53.15	0.19008336919	0.187037037037	-0.1	-1.0	4	-3.0	0.246915123452	0.187037037037
Empty-2	-53.1814814815	-53.25	0.197348681418	0.201851851852	0.411111111111	1.0	4	-1.0	0.261799722403	0.201851851852
Empty-2	-53.1833333333	-53.25	0.194079021707	0.183333333333	-0.5	-1.0	4	-3.0	0.227303028283	0.183333333333
Empty-2	-53.15	-53.2	0.164316767252	0.216666666667	-0.1	-1.0	4	-1.0	0.25495097568	0.216666666667
Empty-2	-53.4166666667	-53.2	0.741395081361	0.483333333333	1.7	1.0	5	1.0	0.738241153012	0.483333333333
Empty-2	-53.4388888889	-53.25	0.735577374634	0.711111111111	0.333333333333	1.0	5	1.0	0.973348553914	0.711111111111
Empty-2	-53.4555555556	-53.25	0.724696615961	0.7	-0.2	-1.0	5	-1.0	0.970299686428	0.7
Empty-2	-53.4555555556	-53.25	0.724696615961	0.666666666667	0.4	1.0	5	1.0	0.95993826962	0.666666666667
Empty-2	-53.4388888889	-53.25	0.740995326621	0.7	-0.4	-1.0	5	-1.0	0.97372899112	0.7
Empty-2	-53.4425925926	-53.2611111111	0.739616739812	0.487037037037	-1.67777777778	-1.0	5	-1.0	0.704409976958	0.487037037037
Empty-2	-53.1425925926	-53.1611111111	0.194163818662	0.246296296296	-0.233333333333	-1.0	4	-1.0	0.299347713367	0.246296296296
Empty-2	-53.1203703704	-53.15	0.174613034835	0.224074074074	0.1	1.0	4	1.0	0.286708294422	0.224074074074
Empty-2	-53.1537037037	-53.2111111111	0.188485407847	0.207407407407	0.0	0.0	4	1.0	0.277851841978	0.207407407407
Empty-2	-53.0666666667	-53.15	0.224543432517	0.211111111111	-0.0222222222222	-1.0	4	1.0	0.284583299441	0.211111111111
Empty-2	-53.3833333333	-53.2111111111	0.670387763228	0.461111111111	1.47777777778	1.0	5	1.0	0.816761143439	0.461111111111
Empty-2	-53.362962963	-53.15	0.678075223136	0.707407407407	0.0	0.0	5	1.0	1.04464143138	0.707407407407
Empty-2	-53.3962962963	-53.25	0.667394664243	0.724074074074	0.1	1.0	5	1.0	1.04703186206	0.724074074074
Empty-2	-53.362962963	-53.2	0.683948834512	0.757407407407	-0.3	-1.0	5	-1.0	1.05337982395	0.757407407407
Empty-2	-53.4055555556	-53.2	0.687193253678	0.762962962963	0.777777777778	1.0	5	1.0	1.05621811565	0.762962962963
Empty-2	-53.4759259259	-53.25	0.629223180358	0.501851851852	-1.5	-1.0	5	-1.0	0.721694964233	0.501851851852
Empty-2	-53.1592592593	-53.15	0.259407365104	0.301851851852	-0.3	-1.0	4	-1.0	0.347625691512	0.301851851852
Empty-2	-53.1425925926	-53.1	0.267075304188	0.301851851852	-0.3	-1.0	4	-1.0	0.347625691512	0.301851851852
Empty-2	-53.1111111111	-53.0555555556	0.25570044202	0.27037037037	0.111111111111	1.0	4	1.0	0.328483233313	0.27037037037
Empty-2	-53.1277777778	-53.1055555556	0.250209788521	0.17962962963	-0.455555555556	-1.0	4	-1.0	0.237658329291	0.17962962963
Empty-2	-53.0518518519	-53.1	0.138718413896	0.12037037037	-0.1	-1.0	4	0.0	0.188179495785	0.12037037037
Empty-2	-53.0351851852	-53.1	0.122407267328	0.0537037037037	0.3	1.0	4	1.0	0.0935139346145	0.0537037037037
Empty-2	-53.1240740741	-53.1	0.1105355463	0.0592592592593	0.333333333333	1.0	4	1.0	0.105604277255	0.0592592592593
Empty-2	-53.1240740741	-53.1	0.1105355463	0.0962962962963	-0.111111111111	-1.0	4	-1.0	0.166172105735	0.0962962962963
Empty-2	-53.1555555556	-53.1	0.131092277367	0.144444444444	0.2	1.0	4	1.0	0.206379729122	0.144444444444
Empty-2	-53.1722222222	-53.15	0.128955921266	0.161111111111	0.1	1.0	4	0.0	0.210378846986	0.161111111111
Empty-2	-53.1555555556	-53.15	0.145551314612	0.194444444444	-0.1	-1.0	3	-1.0	0.225667733462	0.194444444444
Empty-2	-53.1555555556	-53.15	0.145551314612	0.172222222222	-0.233333333333	-1.0	4	-1.0	0.208610926172	0.172222222222
Empty-2	-53.1666666667	-53.15	0.163299316186	0.166666666667	0.4	1.0	4	1.0	0.2	0.166666666667
Empty-2	-53.1666666667	-53.15	0.163299316186	0.183333333333	-0.3	-1.0	4	-1.0	0.227303028283	0.183333333333
Empty-2	-53.4166666667	-53.15	0.694022093789	0.466666666667	1.6	1.0	5	1.0	0.768114574787	0.466666666667
Empty-2	-53.4203703704	-53.1611111111	0.692692605177	0.696296296296	0.222222222222	1.0	5	1.0	0.999114834579	0.696296296296
Empty-2	-53.4037037037	-53.1611111111	0.705906882492	0.733333333333	-0.2	-1.0	5	-1.0	1.00691028039	0.733333333333
Empty-2	-53.3703703704	-53.1111111111	0.727507724847	0.683333333333	-0.5	-1.0	5	-2.0	0.999433996198	0.683333333333
Empty-2	-53.3037037037	-53.0	0.742424013376	0.633333333333	0.0	0.0	4	0.0	0.986847664413	0.633333333333
Empty-2	-53.2851851852	-52.95	0.75282731831	0.351851851852	-1.91111111111	-1.0	4	-2.0	0.660246867411	0.351851851852
Empty-2	-53.0351851852	-52.95	0.181273501385	0.157407407407	0.0777777777778	1.0	4	0.0	0.221805164196	0.157407407407
Empty-2	-53.0481481481	-52.95	0.1992165726	0.103703703704	0.4	1.0	4	1.0	0.178586125204	0.103703703704
Empty-2	-53.0981481481	-53.1	0.192118362008	0.12037037037	0.3	1.0	4	0.0	0.183192987808	0.12037037037
Empty-2	-53.1703703704	-53.25	0.184011092884	0.125925925926	0.333333333333	1.0	4	0.0	0.186697528313	0.125925925926
Empty-2	-53.4537037037	-53.3	0.632198463395	0.335185185185	1.81111111111	1.0	5	2.0	0.586595815026	0.335185185185
Empty-2	-53.5055555556	-53.3	0.587808232775	0.516666666667	-0.1	-1.0	5	0.0	0.831219541352	0.516666666667
Empty-2	-53.5055555556	-53.3	0.587808232775	0.533333333333	0.0	0.0	5	1.0	0.832221480492	0.533333333333
Empty-2	-53.4740740741	-53.25	0.605801852732	0.548148148148	-0.0888888888889	-1.0	5	1.0	0.834788852335	0.548148148148
Empty-2	-53.4407407407	-53.25	0.628958247713	0.544444444444	-0.333333333333	-1.0	5	-1.0	0.834246413351	0.544444444444
Empty-2	-53.4351851852	-53.25	0.630242620994	0.366666666667	-1.4	-1.0	5	-1.0	0.632195208692	0.366666666667
Empty-2	-53.1518518519	-53.1555555556	0.137107089202	0.166666666667	-0.2	-1.0	4	-1.0	0.199175254218	0.166666666667
Empty-2	-53.1351851852	-53.1055555556	0.136158344034	0.166666666667	-0.2	-1.0	4	-1.0	0.199175254218	0.166666666667
Empty-2	-53.0666666667	-53.05	0.140017635574	0.17037037037	-0.222222222222	-1.0	4	-1.0	0.202860206483	0.17037037037
Empty-2	-53.0981481481	-53.05	0.170027836017	0.22037037037	0.3	1.0	5	1.0	0.259351835323	0.22037037037
Empty-2	-53.3981481481	-53.2	0.705863158377	0.42037037037	1.5	1.0	6	1.0	0.653653864431	0.42037037037
Empty-2	-53.3648148148	-53.1	0.716073541525	0.653703703704	0.1	1.0	6	1.0	0.945478736489	0.653703703704
Empty-2	-53.4203703704	-53.2	0.694721426244	0.675925925926	0.233333333333	1.0	6	1.0	0.94938793365	0.675925925926
Empty-2	-53.5037037037	-53.3166666667	0.678402869006	0.685185185185	0.711111111111	1.0	6	3.0	0.951714934669	0.685185185185
Empty-2	-53.5222222222	-53.3166666667	0.659517219611	0.716666666667	-0.3	-1.0	6	1.0	0.968293649981	0.716666666667
Empty-2	-53.6222222222	-53.4666666667	0.664552202336	0.616666666667	-0.9	-1.0	7	1.0	0.83522008632	0.616666666667
Empty-2	-53.3222222222	-53.2166666667	0.365553866933	0.483333333333	-0.1	-1.0	6	1.0	0.59239001167	0.483333333333
Empty-2	-53.4222222222	-53.4666666667	0.374561471986	0.561111111111	0.366666666667	1.0	11	1.0	0.650783004172	0.561111111111
Empty-2	-54.15	-53.65	1.77848249921	1.18333333333	4.1	1.0	12	1.0	1.75451797749	1.18333333333
Empty-2	-54.1	-53.5	1.80111076839	1.81666666667	0.3	1.0	12	1.0	2.49899979992	1.81666666667
Empty-2	-54.1555555556	-53.5166666667	1.7651775695	1.67222222222	-0.566666666667	-1.0	13	1.0	2.47187887753	1.67222222222
Empty-2	-53.9222222222	-53.3166666667	1.89357588431	1.66111111111	-0.5	-1.0	12	1.0	2.46798013078	1.66111111111
Empty-2	-53.7555555556	-53.3166666667	2.03007024144	1.62777777778	-1.7	-1.0	12	-1.0	2.45986298926	1.62777777778
